timestamp,xpos,ypos,zpos,xvel,yvel,zvel,xacc,yacc,zacc
1716967209.018167,-0.09958504140377045,1.7559333616172343,1.6245338602388066,0.005803210660815239,-0.1045014038681984,-0.005349345039576292,0.0,0.0,0.0
1716967209.074226,-0.10007114708423615,1.7502423678956922,1.631652806739578,-0.008727159351110458,-0.13589242100715637,0.09827820956707001,0.004042314365506172,-0.08890106528997421,0.001234046183526516
1716967209.131433,-0.10355105996131897,1.7466167434277458,1.6693033991045518,-0.03513561561703682,-0.2078903764486313,0.3721652626991272,0.01671832799911499,-0.3772362470626831,0.01742783561348915
1716967209.192303,-0.13192468881607056,1.7323719956538628,1.6635087435509721,-0.19720739126205444,-0.2327028512954712,0.18931637704372406,-0.014664724469184875,-0.4078015387058258,-0.02290043607354164
1716967209.248699,-0.11016915738582611,1.7119462541690194,1.6212896755609136,-0.042322173714637756,-0.2425822615623474,-0.08002170920372009,0.05266515165567398,-0.4846217930316925,-0.1276208758354187
1716967209.29878,-0.1024753600358963,1.69081148916517,1.606696729228318,0.0023903250694274902,-0.3113519549369812,-0.14687107503414154,0.09395238757133484,-0.7243041396141052,-0.16688799858093262
1716967209.35836,-0.09928074479103088,1.6716817311292953,1.6070794379257964,0.018492218106985092,-0.3542076647281647,-0.14208421111106873,0.10659468919038773,-0.7361428141593933,-0.15108329057693481
1716967209.402154,-0.09288059175014496,1.649390159063835,1.577262473624024,0.04195653647184372,-0.348581463098526,-0.2487248182296753,0.12749576568603516,-0.5861635804176331,-0.30409765243530273
1716967209.449532,-0.09610804915428162,1.6298420076938,1.5876537210110604,0.026798689737915993,-0.3778897523880005,-0.19609585404396057,0.08579682558774948,-0.5565340518951416,-0.18615785241127014
1716967209.507322,-0.10154576599597931,1.6018519648921756,1.5244120585462562,0.0020847637206315994,-0.34966376423835754,-0.43102431297302246,0.024027876555919647,-0.40427714586257935,-0.6272615194320679
1716967209.561371,-0.10038948059082031,1.5637475202275584,1.4176973485285576,0.005905320402234793,-0.32766246795654297,-0.8089964389801025,0.026321198791265488,-0.311190664768219,-1.2938334941864014
1716967209.620913,-0.1056031584739685,1.5087203408099743,1.2425358036108478,-0.013183803297579288,-0.3161875903606415,-1.3832169771194458,-0.01120847463607788,-0.2742246985435486,-2.2102551460266113
1716967209.674019,-0.12107785046100616,1.4732459994864444,1.1549305443121336,-0.06649216264486313,-0.3248578906059265,-1.529403805732727,-0.10337583720684052,-0.2845434546470642,-2.2184572219848633
1716967209.725847,-0.11992792785167694,1.4449172770294822,1.1011027545117662,-0.056068554520606995,-0.3172470033168793,-1.5689960718154907,-0.07777158170938492,-0.23656794428825378,-2.097867488861084
1716967209.780916,-0.11946439743041992,1.420551553807921,1.0533567168207827,-0.04719234257936478,-0.3155457079410553,-1.537498116493225,-0.0557556077837944,-0.22216185927391052,-1.8394602537155151
1716967209.835431,-0.11244834959506989,1.4210173764654734,1.0508052616633246,-0.02073374204337597,-0.2597726285457611,-1.386142611503601,-0.012663759291172028,-0.10889016836881638,-1.4752432107925415
1716967209.88565,-0.11058460175991058,1.4183919906788398,1.0313748839426076,-0.013386226259171963,-0.20788277685642242,-1.3061026334762573,-0.002325027249753475,-0.01736556738615036,-1.260251760482788
1716967209.947463,-0.11013861000537872,1.3991382439804356,0.9816778755040156,-0.010139831341803074,-0.19188791513442993,-1.3154758214950562,0.002207434270530939,0.006179388612508774,-1.1786483526229858
1716967210.003617,-0.10712774842977524,1.4342409425732825,1.0198760232950002,-0.00025417376309633255,-0.09440218657255173,-1.0488090515136719,0.014747822657227516,0.13429959118366241,-0.748654842376709
1716967210.053039,-0.09365245699882507,1.452339521635514,1.0426805745362413,0.03751583769917488,-0.04283623397350311,-0.8543702363967896,0.06152050197124481,0.18576133251190186,-0.44866475462913513
1716967210.105788,-0.08777773380279541,1.4548352943354572,1.0362961984677344,0.0504576601088047,-0.01744123362004757,-0.7644674777984619,0.07306832075119019,0.2002635896205902,-0.3063204884529114
1716967210.157336,-0.08484255522489548,1.44676792671763,1.0034119401772814,0.054549165070056915,-0.0033478746190667152,-0.7582228779792786,0.07316110283136368,0.2028118371963501,-0.2784159779548645
1716967210.213741,-0.08173169195652008,1.435983965879152,0.9626921645940762,0.0,0.0,0.0,0.0,0.0,0.0
1716967210.267188,-0.08018987625837326,1.4378485775975456,0.9661445237243473,0.0038390778936445713,0.002215220360085368,0.009381258860230446,0.004324906971305609,0.0023437708150595427,0.010631493292748928
1716967210.322764,-0.08235196024179459,1.4422762831910976,0.9736819270306949,-0.0015382119454443455,0.0077465735375881195,0.029538491740822792,-0.0017206179909408092,0.008411287330091,0.033069171011447906
1716967210.379673,-0.08235196024179459,1.4422762831910976,0.9736819270306949,-0.0015382119454443455,0.0077465735375881195,0.029538491740822792,-0.0017206179909408092,0.008411287330091,0.033069171011447906
1716967210.432763,-0.08240413665771484,1.4472458796329837,0.9820234357477997,-0.001656712032854557,0.014002133160829544,0.05204503983259201,-0.0018432436045259237,0.015183079987764359,0.05823565274477005
1716967210.488314,-0.08157087862491608,1.4539865537507994,0.9939804051270218,0.000492442399263382,0.020700741559267044,0.07964180409908295,0.0006236806511878967,0.021024717018008232,0.08478541672229767
1716967210.543371,-0.08194289356470108,1.460690702291681,1.0065430686016044,-0.0003478156868368387,0.02617752179503441,0.10567595064640045,-0.00024370115716010332,0.024982163682579994,0.1072818785905838
1716967210.598894,-0.08049290627241135,1.4723312943654008,1.0271240772741286,0.002948793349787593,0.036192938685417175,0.14858804643154144,0.003134004306048155,0.03254349157214165,0.14472422003746033
1716967210.653798,-0.08005525171756744,1.484577840817928,1.04728867213382,0.003770591225475073,0.047363124787807465,0.18525612354278564,0.0037683553528040648,0.04203588888049126,0.1718214452266693
1716967210.707931,-0.07928860932588577,1.4968057642035804,1.0745086210462955,0.005182405933737755,0.05309498682618141,0.23394615948200226,0.004997366573661566,0.04355586692690849,0.20934318006038666
1716967210.767753,-0.07731515914201736,1.5097019610049955,1.103901108950168,0.008770431391894817,0.058810848742723465,0.28190895915031433,0.00803174264729023,0.04562366008758545,0.24274682998657227
1716967210.820508,-0.07353796809911728,1.519910362200999,1.153557870014741,0.01539197564125061,0.05031530186533928,0.3636709153652191,0.013614673167467117,0.03274061530828476,0.3052445948123932
1716967210.874174,-0.07433377206325531,1.5280951244777996,1.1813218591503367,0.013189604505896568,0.04882574453949928,0.39648333191871643,0.011190737597644329,0.02949865348637104,0.3193889856338501
1716967210.928598,-0.07551371306180954,1.5355701031590183,1.2074861223295659,0.010481591336429119,0.04689627140760422,0.4232199788093567,0.008509141393005848,0.026217110455036163,0.3273756206035614
1716967210.98249,-0.0727602019906044,1.5380035738325546,1.2271836213085643,0.014552107080817223,0.04041307792067528,0.4350079596042633,0.011403722688555717,0.019742608070373535,0.32283806800842285
1716967211.037234,-0.07330147922039032,1.5440727457456918,1.2520278662082025,0.012953156605362892,0.03737711161375046,0.4551006555557251,0.00968825165182352,0.01632339134812355,0.32495802640914917
1716967211.092281,-0.07257439941167831,1.552687890424296,1.276141818945214,0.0,0.0,0.0,0.0,0.0,0.0
1716967211.149322,-0.07257439941167831,1.552687890424296,1.276141818945214,0.0,0.0,0.0,0.0,0.0,0.0
1716967211.204087,-0.07335005700588226,1.5507607208978793,1.2759633786148057,-0.0012728121364489198,-0.0011897215154021978,-0.0010460944613441825,-0.0010288165649399161,0.0007432452403008938,-0.0009082660544663668
1716967211.259072,-0.07656558603048325,1.5472425882680922,1.2751436998098176,-0.006450781598687172,-0.0033387301955372095,-0.00374967185780406,-0.005080091301351786,0.001966590527445078,-0.003183917608112097
1716967211.314854,-0.08362800627946854,1.5445096222799073,1.2769042549159044,-0.017169732600450516,-0.005295306444168091,-0.0019832116086035967,-0.012986814603209496,0.002778782043606043,-0.0018638137262314558
1716967211.3695,-0.08839628100395203,1.5412335727164173,1.2779612676599172,-0.023750711232423782,-0.006792422849684954,-0.0016138376668095589,-0.01744791679084301,0.004640889819711447,-0.0017474958440288901
1716967211.424053,-0.08702858537435532,1.5323393280613444,1.2809186903240017,-0.020717674866318703,-0.018781621009111404,0.0002643326297402382,-0.01447893213480711,-0.005042803008109331,0.00031145045068114996
1716967211.479791,-0.08997610211372375,1.5297247887192897,1.2816800356892277,-0.02426314353942871,-0.018102435395121574,0.00020206402405165136,-0.016642941161990166,-0.0007065567187964916,-0.00015887990593910217
1716967211.53589,-0.09421362727880478,1.527085902428972,1.282687668393192,-0.02947143465280533,-0.017232749611139297,0.00045354285975918174,-0.019906744360923767,0.0036310795694589615,-0.00040197360794991255
1716967211.590083,-0.09205730259418488,1.5241998921864033,1.2806994488057433,-0.025207219645380974,-0.018232576549053192,-0.0032904052641242743,-0.016125377267599106,0.0032662407029420137,-0.0030432376079261303
1716967211.644862,-0.08758820593357086,1.523546243084275,1.2813012684661387,-0.017981035634875298,-0.015106319449841976,-0.002823649672791362,-0.010533913038671017,0.008244115859270096,-0.0030022254213690758
1716967211.69993,-0.08702512830495834,1.525801763078854,1.2714515504232162,-0.016402022913098335,-0.006750692613422871,-0.015482144430279732,-0.009081900119781494,0.015207652002573013,-0.01209336332976818
1716967211.752785,-0.08908168226480484,1.53565669408448,1.2514455168121472,-0.018349673599004745,0.011613219045102596,-0.0385114960372448,-0.010095364414155483,0.02723347581923008,-0.02796255238354206
1716967211.809393,-0.09010618180036545,1.535754334045575,1.2491827125920547,0.0,0.0,0.0,0.0,0.0,0.0
1716967211.943775,-0.08675319701433182,1.5322748198717706,1.25193072028738,0.00438183406367898,-0.0013380362652242184,0.002196985064074397,0.0028923735953867435,0.0026392568834125996,0.0010058372281491756
1716967211.984609,-0.08698337525129318,1.5379332103433456,1.2569233493009329,0.003759767860174179,0.007308680564165115,0.00994073785841465,0.0021636509336531162,0.012026749551296234,0.0056366631761193275
